K,cluster,rank,distance_to_centroid,question_id,title,clean_text
5,3,6,2.1910207,18902102,What is the equivalent of matlab's smooth3 function in python?,what is the equivalent of matlab's smooth3 function in python? i couldn't find an equivalent of matlab's smooth3 in python. how do you perform 3d smoothing in python?
5,3,7,2.1954827,32448939,How to set fontSize for xticks in boxplot using Python pylab module?,how to set fontsize for xticks in boxplot using python pylab module? i would like to change the fontsize of the labels for y axis using pylab. how could i do?
5,3,8,2.202967,3520672,Can scipy calculate (double) integrals with complex-valued integrands (real and imaginary parts in integrand)?,can scipy calculate (double) integrals with complex-valued integrands (real and imaginary parts in integrand)? (couldn't upload the picture showing the integral as i'm a new user.)
5,3,9,2.2091935,2631311,Converting BMP to Grey Scale in Image Module Python,converting bmp to grey scale in image module python hi i was wondering how i can convert bmps to a grey scale using image module of python? thanks
5,3,10,2.223354,6019473,Save matplotlib plot in grayscale,save matplotlib plot in grayscale i have some color plots that i need to be saved in grayscale. is there an easy way to do this without changing the plotting formats?
5,4,1,1.7588592,5559349,python regular expression,python regular expression whats the regular expression in python for any string without the char '/'. thanks
5,4,2,1.8018548,919056,Case insensitive replace,case insensitive replace what's the easiest way to do a case-insensitive string replacement in python?
5,4,3,1.8026143,36139,How do I sort a list of strings in Python?,how do i sort a list of strings in python? what is the best way of creating an alphabetically sorted list in python?
5,4,4,1.8178934,4413912,Why is print not a function in python?,why is print not a function in python? why is print a keyword in python and not a function?
5,4,5,1.9224375,15675667,column matrix representation in python,"column matrix representation in python how can i represent a column matrix and row matrix in python? a =[1,2,3,4] and 1 2 3 4"
5,4,6,1.9573375,13356680,Python Convert to date and compare,python convert to date and compare i have two strings like 1352789792.757637 and 1352789919.235815. how to convert them back to time and compare? thanks for help
5,4,7,1.9783735,22362736,Get string of certain length out of a list,"get string of certain length out of a list what i am after is like this: list1 = [""well"", ""455"", ""antifederalist"", ""mooooooo""] something that pulls ""455"" from the list because of the number of characters."
5,4,8,1.9963733,29597831,How to convert a single number into a single item list in python,how to convert a single number into a single item list in python my solution: >>> i = 2 >>> list1 = [] >>> list1.append(i) >>> list1 [2] is there a more elegant solution?
5,4,9,2.034474,15606138,Remove punctuation from a list of list of strings in python,"remove punctuation from a list of list of strings in python lets say i have a [[""hello, world!""],[""hello!!, world!!""]] i want it to produce [[""hello"",""world""],[""hello"",""world""]]"
5,4,10,2.0434988,13167990,Check for strings inside list python,"check for strings inside list python lets say i have a = ""fifa 13"" then i writing ""bla"" and ""13"" in a and result is true... why? bla is not in the a"
