K,cluster,rank,distance_to_centroid,question_id,title,clean_text
7,1,9,4.083877,36139,How do I sort a list of strings in Python?,how do i sort a list of strings in python? what is the best way of creating an alphabetically sorted list in python?
7,1,10,4.300528,38285881,Python's equivalent to null-conditional operator introduced in C# 6,python's equivalent to null-conditional operator introduced in c# 6 is there an equivalent in python to c# null-conditional operator ?
7,2,1,4.1387997,2445823,"In Django, what is a one-to-one relationship?","in django, what is a one-to-one relationship? i've always been using foreignkeys."
7,2,2,4.147748,32983085,DJANGO -ImportError: No module named pagination,"django -importerror: no module named pagination i clone this fairybbs project . when runserver in console,error message appears as below:"
7,2,3,4.4462824,22925096,django and mysql_config error,django and mysql_config error i tried to install mysql module with and i got this:
7,2,4,4.8197827,17633734,Django model column,django model column how i can make a model field to return a default value from function?
7,2,5,4.935103,17907109,error during syncdb django python,error during syncdb django python i am getting an error when i am trying to do a python manage.py syncdb. the error is as shown below any idea what could be the reason?
7,2,6,4.957139,33328656,django type object Http404 has no attribute get,django type object http404 has no attribute get i have this code: while returning the http 404 i got this :
7,2,7,4.9824967,21483003,Replacing a character in Django template,replacing a character in django template i want to change to in the my page's meta description. this is what i tried this doesn't work. it still shows as
7,2,8,5.0759335,9440010,Display form on template,"display form on template i have this models : i have this form : in pass a supplier order form to a template in wich i have this code : the problem is that for supplier it display the supplier id, but i want the supplier name."
7,2,9,5.098891,15737245,Django Formset - Check if row mark deleted,django formset - check if row mark deleted how to check if formset row is mark as deleted? thank you in advance!
7,2,10,5.119213,26850164,Django Placeholders,"django placeholders i want to insert placeholders for username, password and password2 inputs which are provided by this django module ""django.contrib.auth.models.user"""
7,3,1,4.062637,40074315,"""TypeError: 'str' does not support the buffer interface"" when writing to a socket","""typeerror: 'str' does not support the buffer interface"" when writing to a socket the above python code is giving me this error:"
7,3,2,4.787371,4377038,CGI/Python server push,cgi/python server push is it possible to write a simple python script which handles real-time server pushing of data back to the client when data is available?
7,3,3,4.9886603,20936693,AttributeError: VerifiedHTTPSConnection instance has no attribute '_tunnel_host',attributeerror: verifiedhttpsconnection instance has no attribute '_tunnel_host' when executing many commands eg. the following error occurs there seems to be an error with the connection
7,3,4,5.27154,33356753,How to read zip file content without unzipping (in compressed format) using Python,how to read zip file content without unzipping (in compressed format) using python i have to publish a zip file to the server. this involves reading the file and uploading. this won't work as needs an additional argument-filename to uncompress.
7,3,5,5.297221,31576270,Elasticsearch Python client Reindex Timedout,"elasticsearch python client reindex timedout i'm trying to reindex using the elasticsearch python client, using . but i keep getting the following exception: the stacktrace of the error is is there anyway to prevent this exception besides increasing the timeout? edit: python code"
7,3,6,5.3520184,1423345,Can I run a Python script as a service?,can i run a python script as a service? is it possible to run a python script as a background service on a webserver? i want to do this for socket communication.
7,3,7,5.4013085,15724672,Gunicorn fails when using WSGI,gunicorn fails when using wsgi i want gunicorn to talk with tilestache via wsgi. but when i run this command... ...i get these errors: does anyone know what it means?
7,3,8,5.488677,12601316,How to make python Requests work via socks proxy,how to make python requests work via socks proxy i'm using the great requests library in my python script: i would like to use socks proxy. but requests only supports http proxy now. how can i do that?
7,3,9,5.5729637,24058127,HTTPS proxies not working with Python's requests module,"https proxies not working with python's requests module i'm pretty new to python and i've been using their requests module as a substitute for php's curl library. my code is as follows however, i'm greeted with the following error:"
7,3,10,5.5864406,4476354,Python + Mechanize not working with Delicious,"python + mechanize not working with delicious i'm using mechanize and beautiful soup to scrape some data off delicious this works for most sites i throw it at, but fails on delicious with the following output"
7,4,1,3.4618044,21615158,reshaping a data frame in pandas,reshaping a data frame in pandas is there a simple way in pandas to reshape the following data frame: to this format?:
7,4,2,4.5333014,27578027,Adding columns with django ORM,adding columns with django orm how would i do the following in the django orm: the equivalent of:
7,4,3,4.5706997,22732449,Categorical variable in Rpy2 (factor function),categorical variable in rpy2 (factor function) how can i do this in rpy2? mydata is a dataframe and rank is a varaible from 1 to 4
7,4,4,4.5802703,16822996,How to convert a pandas DataFrame into a TimeSeries?,how to convert a pandas dataframe into a timeseries? i am looking for a way to convert a dataframe to a timeseries without splitting the index and value columns. any ideas? thanks.
7,4,5,5.008764,23444858,"Concatenate column values in Pandas DataFrame with ""NaN"" values","concatenate column values in pandas dataframe with ""nan"" values i'm trying to concatenate pandas columns with nan values. instead of 'nan' values in ""concatenated"" column, i want to get ""d"" and ""f"" respectively for this example?"
7,4,6,5.1503086,32894378,Pandas - how to replace specific values in a Series?,pandas - how to replace specific values in a series? i have a dataframe with a column called such as: i am looking for the most efficient way to replace that by numerical values . thanks
7,4,7,5.166843,37512271,Slicing timestamps by month,"slicing timestamps by month i have a series with pandas datestamps as the index, how do i slice the index so that i can get all values from a specific month?"
7,4,8,5.325948,28066146,Get column name from a table's dataset in python,get column name from a table's dataset in python i am trying to get the columns from a table what i want is to get the column name from row_data. is there a way to do this?.
7,4,9,5.376387,6649990,MySQLdb to Excel,"mysqldb to excel i have a django project which has a mysql database backend. how can i export contents from my db to an excel (xls, xlsx) format?"
7,4,10,5.3926706,28247778,Python Pandas remove date from timestamp,python pandas remove date from timestamp i have a large data set like this i want to make it as how you do this using pandas
7,5,1,3.992091,27152673,Django makemessages command throws error,django makemessages command throws error when i am trying to run makemessages command i get following errors: i use virtualenv with django 1.7 installed. any ideas?
7,5,2,4.044447,11687302,PyCharm not recognizing Python files,pycharm not recognizing python files my pycharm is no longer recognizing python files (attached screenshot) the interpreter path is correctly set.
7,5,3,4.155939,5178535,easy_install libmysqld-dev error :'NoneType' object has no attribute 'clone',"easy_install libmysqld-dev error :'nonetype' object has no attribute 'clone' this is the error : what can i do, thanks"
7,5,4,4.4131145,1871549,Python: Determine if running inside virtualenv,python: determine if running inside virtualenv is it possible to determine if the current script is running inside a virtualenv environment?
7,5,5,4.461621,34013932,import tidy ImportError: No module named tidy,"import tidy importerror: no module named tidy tried installing pytidylib , but it did not work. any idea which is the correct package to get tidy?"
7,5,6,4.7049155,24381482,ImportError: No module named pyttsx,"importerror: no module named pyttsx i have installed package from this source downloaded, extracted and installed as but still i am getting when importing any help would be appriciated!"
7,5,7,4.7099996,11208645,Using AMQP with graphite 9.9,using amqp with graphite 9.9 i'm attempting to connect rabbitmq to graphite using amqp that is built into graphite. however when i uncomment the setting in i get:
7,5,8,4.823933,9629532,cannot import workbook in openpyxl,"cannot import workbook in openpyxl i have installed openpyxl in ubuntu. now i am running the openpyxl with xlsx files. while importing the module, it gives me the following error. can anyone knows what i have to do to solve the problem?"
7,5,9,4.8252764,34737206,How to launch a Window's shortcut using Python,"how to launch a window's shortcut using python i want to launch a shortcut named located at . i have tryed using:- but it failed, it only launches exe files."
7,5,10,4.8536053,9162999,python 2.6 import error when invoking python file,python 2.6 import error when invoking python file i have the following error when i run a python file: have you a solution?
7,6,1,2.27663,8983019,Unable to install gdata python library client,unable to install gdata python library client
7,6,2,2.3481226,919056,Case insensitive replace,case insensitive replace what's the easiest way to do a case-insensitive string replacement in python?
7,6,3,2.7015126,30907851,how to attatch scrollbar to dropdown list in tkinter?,how to attatch scrollbar to dropdown list in tkinter?
7,6,4,2.7024276,6194736,How do I translate this to Python?,how do i translate this to python? this is ruby. what's the equivalent in python?
7,6,5,2.874346,32245625,Pandas: consolidating columns in DataFrame,pandas: consolidating columns in dataframe using the dataframe below as an example: how can i get
7,6,6,2.9021618,30677288,Threading [Python/Threading],threading [python/threading] [edit] question has been completed.
7,6,7,2.9771197,3887381,TypeError: 'NoneType' object is not iterable in Python,typeerror: 'nonetype' object is not iterable in python what does error mean? i am getting it on this python code:
7,6,8,2.996932,15606138,Remove punctuation from a list of list of strings in python,remove punctuation from a list of list of strings in python lets say i have a i want it to produce
7,6,9,2.9971774,8686225,Pythonic way to pass keyword arguments on conditional,pythonic way to pass keyword arguments on conditional is there a more pythonic way to do this?
7,6,10,3.034217,21390612,TypeError: 'int' object does not support item assignment,typeerror: 'int' object does not support item assignment im getting this error and don't know how to fix it...
