K,cluster,rank,distance_to_centroid,question_id,title,clean_text
9,1,7,1.8338388,1727429,Implement OpenID in Python,implement openid in python how should i implement openid in python using the openid api?
9,1,8,1.8670615,4819437,Java's Mahout equivalent in Python,java's mahout equivalent in python java based mahout's goal is to build scalable machine learning libraries. are there any equivalent libraries in python ?
9,1,9,1.8872169,1554362,reading midi input,reading midi input is there a module to read midi input (live) with python?
9,1,10,1.9038762,837256,How do I invoke Python code from Ruby?,how do i invoke python code from ruby? does a easy to use ruby to python bridge exist? or am i better off using system()?
9,2,1,1.6991279,2445823,"In Django, what is a one-to-one relationship?","in django, what is a one-to-one relationship? i've always been using foreignkeys."
9,2,2,2.094539,15147189,Class attr and methods,"class attr and methods with class attributes and methods, to reference them within the class, should we use classname. or self."
9,2,3,2.1223602,17261551,"How can I use SQLAlchemy to do ""mysql explain""","how can i use sqlalchemy to do ""mysql explain"" i have a sql like: dbsession().query(model).filter(***) and i want to explain this sql using sqlalchemy."
9,2,4,2.135173,6000205,How to get an app name using python in django,"how to get an app name using python in django if you are in the view and want to retrieve the app name using python ( the app name will be used for further logic ), how would you do it ?"
9,2,5,2.1582208,39660927,What method is equivalent to_internal_value in DRF 2?,what method is equivalent to_internal_value in drf 2? i can not find this in the documentation. i remember that i used such a method in drf 2 but can not recall the name.
9,2,6,2.161082,3175925,best python lib to make the textarea safe in the web page when user submit,best python lib to make the textarea safe in the web page when user submit i want to clean some tag like :
9,2,7,2.1653218,4170031,"How do you do a ""hidden"" field in Django's forms.Form models?","how do you do a ""hidden"" field in django's forms.form models? lat = forms.floatfield() how do you make this hidden?"
9,2,8,2.1745057,35692719,How to get the length of a cursor from mongodb using python?,how to get the length of a cursor from mongodb using python? i'm looking for a feasible way to get the length of cursor got from mongodb.
9,2,9,2.2401507,20304453,"How to use an ""or"" inside a filter","how to use an ""or"" inside a filter i want to make a search, but i need to bring the registers that have status canceled or modified. i thought that this would work but it didn't citasotras = citas_agendarcita.objects.filter(cita_agendar_status=""modificada"" or """",citas_tipodepaciente=""mediexcel"")"
9,2,10,2.2502134,29070176,How do I see mongoengine built query?,how do i see mongoengine built query? how can i print the mongodb query i buid with mongoengine? example: queryset = document.objects(**query) print queryset.to_mongodb_query()
9,3,1,1.8646648,15675667,column matrix representation in python,"column matrix representation in python how can i represent a column matrix and row matrix in python? a =[1,2,3,4] and 1 2 3 4"
9,3,2,2.032338,13356680,Python Convert to date and compare,python convert to date and compare i have two strings like 1352789792.757637 and 1352789919.235815. how to convert them back to time and compare? thanks for help
9,3,3,2.0935068,4644025,Python how to sort this list?,"python how to sort this list? lst = [(1,(1,3,5)), (5,(2,3,4)),(3,(2,3,4))] i want to sort by the first value, descending order."
9,3,4,2.1596513,5513615,Add 'decimal-mark' thousands separators to a number,add 'decimal-mark' thousands separators to a number how do i format 1000000 to 1.000.000 in python? where the '.' is the decimal-mark thousands separator.
9,3,5,2.1736884,23975202,Python: Convince Decimal to not use the E notation,python: convince decimal to not use the e notation how can i get rid of this rewriting? in [38]: decimal('0.000000000000001') out[38]: decimal('1e-15')
9,3,6,2.1753864,37693497,how to add specific elements of a tuple,"how to add specific elements of a tuple i have: ([(5,2),(7,2)],[(5,1),(7,3),(11,1)]) i need to add the second elements having the same first element. output:[(5,3),(7,5),(11,1)]"
9,3,7,2.1759236,31973169,Summarizing DataFrame using partitioned columnwise means,"summarizing dataframe using partitioned columnwise means i want to take a dataframe that's a million lines long, and summarize it so i take the columnwise mean of every block of 20 rows. is there an easy way to do this?"
9,3,8,2.2166395,34539959,How to round dates to week starts in Pandas,how to round dates to week starts in pandas i'm having a dataframe with a date column. how can i map each date d to the start day of the week containing d?
9,3,9,2.2525344,3996904,Generate random integers between 0 and 9,generate random integers between 0 and 9 how can i generate random integer numbers between 0 and 9 (inclusive) in python? i.e. 0 1 2 3 4 5 6 7 8 9
9,3,10,2.2668974,4432208,How does % work in Python?,how does % work in python? what does the % in a calculation? i can't seem to work out what it does. does it work out a percent of the calculation for example: 3 + 2 + 1 - 5 + 4 % 2 - 1 / 4 + 6 is apparently equal to 7. how?
9,4,1,2.2176356,1983332,"i can't found '_weakref.py',where is '_weakref.py'","i can't found '_weakref.py',where is '_weakref.py' from _weakref import ( getweakrefcount, getweakrefs, ref, proxy, callableproxytype, proxytype, referencetype)"
9,4,2,2.2532575,39303157,How to install flaskext.mysql with yum/centos?,"how to install flaskext.mysql with yum/centos? while running a program, i get the error importerror: no module named flaskext.mysql. how can i fix this with yum?"
9,4,3,2.3510144,3730616,Error Importing Graphics Python,"error importing graphics python i'm typing at the console from graphics import * and i get this error traceback (most recent call last): file """", line 1, in from graphics import * importerror: no module named graphics"
9,4,4,2.4197865,3498263,Python: openssl segmentation fault,python: openssl segmentation fault i followed the instrunction on this site URL to install openssl. when i go to test i get this as the output: test_rude_shutdown ... test_basic ... segmentation fault how would i resolve this?
9,4,5,2.4287426,15511400,Why does -103/100 == -2 but 103/100 == 1 in Python?,why does -103/100 == -2 but 103/100 == 1 in python? why does -103/100 == -2 but 103/100 == 1 in python? i can't seem to understand why.
9,4,6,2.4386697,9162999,python 2.6 import error when invoking python file,"python 2.6 import error when invoking python file i have the following error when i run a python file: traceback (most recent call last): file ""mysimulation.py"", line 14, in from random import * file ""/usr/local/lib/python2.6/random.py"", line 48, in from binascii import hexlify as _hexlify importerror: no such file or directory have you a solution?"
9,4,7,2.4542682,18840949,Installing PyX package on Mac for python 2.7,"installing pyx package on mac for python 2.7 is there a simple instruction for installing pyx package on the mac osx (10.6.8) for python( 2.7)? python setup.py install worked fine (copied the library), however adding ""import pyx"" fails."
9,4,8,2.4794507,39598606,Pip Proxy error when installing packages,pip proxy error when installing packages i am using the anaconda3 distribution of python that comes with most packages. i tried to install the teradata module using: pip install --proxy URL teradata but im getting a 407 proxy connection error. how can i overcome this?
9,4,9,2.4894354,27118886,upgrading from Django 1.6 to 1.7,upgrading from django 1.6 to 1.7 i cannot work out how to upgrade from django 1.6 to 1.7. this appeared to work: sudo pip install -u django but this still reports 1.6: import django django.version
9,4,10,2.5197995,36532845,Python 2.7 import lib from folder lib,python 2.7 import lib from folder lib im have project with next strucure lib -gloud -oauth2client .......... main.py how i can import libraries from folder lib? in main.py im write imoprt gcloud but it's error
9,5,1,1.595672,38008453,Flask not interacting with Ajax,flask not interacting with ajax this script
9,5,2,1.7448237,30677288,Threading [Python/Threading],threading [python/threading] [edit] question has been completed.
9,5,3,1.8625516,1111356,Is there anything like HTTP::Recorder for Python?,is there anything like http::recorder for python? i really like perl's http::recorder. is there something like it for python?
9,5,4,1.8954285,4377038,CGI/Python server push,cgi/python server push is it possible to write a simple python script which handles real-time server pushing of data back to the client when data is available?
9,5,5,1.9229457,92928,time.sleep -- sleeps thread or process?,"time.sleep -- sleeps thread or process? in python for the *nix, does time.sleep() block the thread or the process?"
9,5,6,1.9652108,6341823,Python sending dictionary throught TCP,"python sending dictionary throught tcp i'm a python beginner, and i'm curious how can i send a dictionary through tcp"
9,5,7,2.0100982,1423345,Can I run a Python script as a service?,can i run a python script as a service? is it possible to run a python script as a background service on a webserver? i want to do this for socket communication.
9,5,8,2.046261,5649540,Capturing/Return the output message of python logging,capturing/return the output message of python logging is there a way of obtaining/returning the message from a call to logging.debug()? thanks
9,5,9,2.0513127,13572522,How to make a socket client ready for sending and recieving without requiring an action from the server?,how to make a socket client ready for sending and recieving without requiring an action from the server? i have a server.py socket code and client.py. now i need the client to be always ready (in standby) to receive data even if it doesn't send any to the server. can that be done ?
9,5,10,2.1161075,34981727,Python Wlan Manager,python wlan manager is there a way in python to check whether a wlan router is accessible? something like i give as input the ssid and the password and get as response if it has worked or not?
9,6,1,1.8537974,13176533,How can I put a scrollbar in pygame?,"how can i put a scrollbar in pygame? i was wondering how can i put a scrollbar in a pygame window? please help, thanks"
9,6,2,2.0395103,37976477,How to use RoboBrowser to click a button,"how to use robobrowser to click a button how can i click a button with robobrowser? this is the html code: esporta selezionare i valori e premere ""filtra"""
9,6,3,2.0610178,14284492,How to change text cursor color in Tkinter?,how to change text cursor color in tkinter? i have a text widget with dark background and i can't see the cursor's position. is there any way to change the (blinking) text cursor's color?
9,6,4,2.1157787,25299624,QGraphicsRectItem move QGraphicsScene,"qgraphicsrectitem move qgraphicsscene this code URL draw a rectangle on the scene. when i move it, it does not move the cursor, and jumping somewhere. what am i doing wrong?"
9,6,5,2.1218925,12364981,How to delete Tkinter widgets from a window?,how to delete tkinter widgets from a window? i have a list of tkinter widgets that i want to change dynamically. how can i go about completely deleting the widgets from my window?
9,6,6,2.158644,34157247,How to show ampersand (&) symbol in python?,"how to show ampersand (&) symbol in python? if i do: self.a= wx.button(self, -1, ""hi&hello"") i get button named: hihello it ignores the & symbol. how can i fix it?"
9,6,7,2.196626,11207368,Python Window-positioning?,python window-positioning? i tried to open a new window at the same position as another window. my code: window2.set_position(window1.get_position()) but it doesn't work.
9,6,8,2.208521,17046073,keyPressEvent on QDialog using IPython,"keypressevent on qdialog using ipython when escape key was pressed, qdialog will hide automatically. how to use keypressevent for qdialog using ipython?"
9,6,9,2.2151833,3548937,Wxwidgets and Pyqt,wxwidgets and pyqt is there a similar function pyondemandoutputwindow in pyqt? this function redirect the console output to a separate window. sorry for my english.
9,6,10,2.2169862,24077760,How to create graphic slider in Python that can be modified with mouse?,how to create graphic slider in python that can be modified with mouse? how can i create a graphic slider similar to a progress bar in pyqt that can be modified from 0 to 100 with mouse?
9,7,1,1.9703853,22507707,Finding largest eigenvalue in sparse matrix,finding largest eigenvalue in sparse matrix i'm using numpy and scipy. i have a large sparse matrix and i want to find the largest eigenvalue of the sparse matrix. how can i do that?
9,7,2,2.0361245,19738465,"Python satellite tracking with Orbitron, pyephem- positions not matching","python satellite tracking with orbitron, pyephem- positions not matching in reading tle and calculating the orbit of satellites, does pyephem regard the earth as the sphere or as the ellipse ?"
9,7,3,2.0894582,37532410,How to visualize a SVM using Matplotlib in python?,how to visualize a svm using matplotlib in python? is there any way to visualize svm model in opencv using matplotlib in python like this one URL .
9,7,4,2.1179433,18902102,What is the equivalent of matlab's smooth3 function in python?,what is the equivalent of matlab's smooth3 function in python? i couldn't find an equivalent of matlab's smooth3 in python. how do you perform 3d smoothing in python?
9,7,5,2.1320574,3520672,Can scipy calculate (double) integrals with complex-valued integrands (real and imaginary parts in integrand)?,can scipy calculate (double) integrals with complex-valued integrands (real and imaginary parts in integrand)? (couldn't upload the picture showing the integral as i'm a new user.)
9,7,6,2.1330187,33525279,Pyqtgraph: How do I plot an ellipse or a circle,pyqtgraph: how do i plot an ellipse or a circle i would like plot circles or ellipses in pyqtgraph gl.glviewwidget(). however i did not find a function to do that. anyone know the way to do that?
9,7,7,2.1343138,32448939,How to set fontSize for xticks in boxplot using Python pylab module?,how to set fontsize for xticks in boxplot using python pylab module? i would like to change the fontsize of the labels for y axis using pylab. how could i do?
9,7,8,2.140747,6019473,Save matplotlib plot in grayscale,save matplotlib plot in grayscale i have some color plots that i need to be saved in grayscale. is there an easy way to do this without changing the plotting formats?
9,7,9,2.1479158,15341762,How to determine size (in bytes) of a PyTables array?,how to determine size (in bytes) of a pytables array? how can i determine the size (in bytes) of a pytables array?
9,7,10,2.164526,33879523,python - how can I generate a WAV file with beeps?,python - how can i generate a wav file with beeps? is there a way in python to generate a continuous series of beeps in increasing amplitude and export it into a wav file?
9,8,1,1.4234194,11475885,python .replace() regex,"python .replace() regex i am trying to do a grab everything after the """
9,8,2,1.7026346,5559349,python regular expression,python regular expression whats the regular expression in python for any string without the char '/'. thanks
9,8,3,1.8128306,919056,Case insensitive replace,case insensitive replace what's the easiest way to do a case-insensitive string replacement in python?
9,8,4,1.9455563,18232150,All expressions from one page,"all expressions from one page i have this code to retrieve information from a page: def between_strings(source, start='"
9,8,5,1.9815056,22362736,Get string of certain length out of a list,"get string of certain length out of a list what i am after is like this: list1 = [""well"", ""455"", ""antifederalist"", ""mooooooo""] something that pulls ""455"" from the list because of the number of characters."
9,8,6,2.0226405,4419532,What's the fastest way to strip certain html tags in a Python string?,what's the fastest way to strip certain html tags in a python string? i'd like to strip all html / javascript except for: thanks.
9,8,7,2.083804,7643579,Modify the width of a tab in a format string,modify the width of a tab in a format string is it possible to redefine the space width of a tab when printing a \t character in python?
9,8,8,2.0917242,6517793,Get key from dictionary,"get key from dictionary i just started with python, is there some iteration in dictionary like in php foreach(adata as key=>value)"
9,8,9,2.0938678,7648878,Iterate python list and capitalize specific letters,"iterate python list and capitalize specific letters i have a list in python, which i'd like to iterate and capitalize every letter that isn't 'a', so turn this list: ['albert', 'angela', 'leo', 'bridget'] into: ['albert', 'angela', 'leo', 'bridget']"
9,8,10,2.1274836,8646496,How to get substring in between certain tokens?,"how to get substring in between certain tokens? say i have file that contains strings like 'startabcdend', how should i extract all strings found between 'start' and 'end' in the file, in python?"
